bid,lon,lat,categories
50tjBMTlIbFBxjTRXAVZHQ,-115.2885471582,36.2858206806,Coffee & Tea
aMZzd9RrRyhpuUJycefotA,-115.2797301,36.119189,Breakfast & Brunch
lGiUZcTvuMdx28YMvqZ2vw,-115.2453894,36.1595495,Coffee & Tea
yp2nRId4v-bDtrYl5A3F-g,-115.2825097,36.1980338,Thai Restaurants
kXxSkjIByGp4X6-FIO8_Qw,-115.1996832713,36.0408979678,Breakfast & Brunch
J7KlrDFrriWoRkIUVNRPbg,-115.1683705471,36.1032110383,Mexican Restaurants
uBCRRQJ4ukFaE_UyY6T1uQ,-115.1764369011,36.092268294,Chinese Restaurants
BxRTF1hmGAzMzkTDsEp2gw,-115.248815,36.195762,Breakfast & Brunch
xmeEyBVC5zN-FCX5qZviIQ,-115.2085421,36.1424791,Chinese Restaurants
bvGdqJ-SeGdIHX-HEabwlg,-115.2654135,36.2636911,Breakfast & Brunch
bjSC_jbrypke0l-bXXBmwQ,-115.1446098089,36.1702390246,American Restaurants
Sovgwq-E-n6wLqNh3X_rXg,-115.1134569,36.1293982,Mexican Restaurants
NiQ_3tXqkoe6GaQ5w2sHaQ,-115.1014805,36.1174717,Ice Cream & Frozen Yogurt
duw-3Aj7gAKbQG-isS5UtQ,-115.174393,36.090903,Coffee & Tea
EGGdngbmVn-MA7i-6qrprw,-115.1490783691,36.1237328,American Restaurants
JyxHvtj-syke7m9rbza7mA,-115.2088673,36.0944572,Japanese Restaurants
5llCyMtS_WyUVKXCtpdaJQ,-115.173289,36.161646,Coffee & Tea
dWw7M_JsAVUprR86--89ZA,-115.258826,36.266339,Korean Restaurants
3FlWR_osNPb8dcqLgHebHw,-115.2918614,36.1577139,Breakfast & Brunch
7HIa2lYy5jgcZuADlRjKSg,-115.242289,36.056827,Coffee & Tea
Hp8k_RpSIWSeJguyaQpfIw,-115.2429631,36.0443917,Ice Cream & Frozen Yogurt
IQnUxhO7oieEP7-5ZVJ4uA,-115.244142913,36.0450190157,Chinese Restaurants
zpoZ6WyQUYff18-z4ZU1mA,-115.1474527177,36.1599382942,Breakfast & Brunch
Y9oYrGHiMyRIRaudSWomzg,-115.207257,36.271119,Japanese Restaurants
DbEszO3wk1xVmN3pCPob2g,-115.245078,36.159706,Breakfast & Brunch
AnXovUgUHJap3QaDRnjL1w,-115.092388,36.1161975,Breakfast & Brunch
JXdzS5ez3semEliQyhLnqw,-115.17149,36.10248,Coffee & Tea
vw6WWSFqJmeeQr-MUpAMUg,-115.1550030336,36.0140023646,Mexican Restaurants
Oh62VtPS3Jj9e6CNRxJh5w,-115.1615118,36.1356446,Coffee & Tea
Gd2OE3FIWzv5boI99bM6Iw,-115.206747,35.995198,Japanese Restaurants
T3ASfec34b8-uYr3xZj8Lw,-115.2918989165,36.1594289732,Chinese Restaurants
D1BrHyiZON7u_ef-qt4_Uw,-115.197906,36.125908,Japanese Restaurants
aNGcHb8rjFFI9nY_fUgImg,-115.1688743554,36.1272067684,American Restaurants
ppobG2P-YmqTPy0s4MTRtA,-115.140343,36.16881,American Restaurants
pidpBdWsOFfe7pWypBIoiQ,-115.2255273,36.1161541,Korean Restaurants
uDeycmwCy26ALJHeG3SsEA,-115.2861511407,36.2812317365,American Restaurants
B3omTXI--0eiBC7nCv_WXg,-115.2250915,36.1594218,American Restaurants
td-NOo-k4xhfVmO5X92uAg,-115.0909203,36.1139613,Chinese Restaurants
Cy8XYYDrZ5wd3Bq-toXMsg,-115.224648,36.127713,Japanese Restaurants
dEAk-gE-5Q95a7p91gNn8A,-115.280322,36.113892,Japanese Restaurants
EqUlVPI8t9A96BIvWdW1pw,-115.248219,36.237869,American Restaurants
vLkKorA1gPS97Zj0_WKA0Q,-115.1747367341,36.1060800087,American Restaurants
UFthIIorkchiGj_5ThZ1Uw,-115.171956647,36.1088741512,American Restaurants
s0vNtuLs1cwEqHTXKiS05w,-115.286709,36.2897139,Breakfast & Brunch
32JWhoH-Kiu1wRFTvHvW9Q,-115.241801,36.078686,American Restaurants
1M1A-s6BbnzK3eURw01rZQ,-115.136829,36.113966,Mexican Restaurants
JhRxDdmZSGDG_u7cGxaYrw,-115.331923,36.151547,American Restaurants
pr8Mha_nXhkONtwmj9ka4g,-115.2794629,36.2104502,Mexican Restaurants
UPIYuRaZvknINOd1w8kqRQ,-115.2098191,36.1270336,Japanese Restaurants
Cxd0CSaDsCmPqSCFkQDfIQ,-115.119409,36.0856985967,Coffee & Tea
KVsv8wRGnLX8QWoNZKNMQA,-115.1689883864,36.1026507496,Japanese Restaurants
oauECSQhZKNfQz12Gjdk7Q,-115.200800453,36.1148225492,Thai Restaurants
1CWMNSTRMejdSyXBG2chNg,-115.128018,35.999495,American Restaurants
BEtgRzNeXGAf0uQ-HuSyfA,-115.2783943713,36.0580645287,Japanese Restaurants
ch_XGu7FpwGKp9m8Xy4vPA,-115.2812808214,36.2991958014,Thai Restaurants
mwE5uNVkxCXvEuVa1KQ_3g,-115.2064695,36.0065454,American Restaurants
n_K2xa_nqzUqaUJa0S_5tQ,-115.1976,36.125964,Coffee & Tea
aKcqKNcbwNydCBnvAA4TeQ,-115.1418440671,36.1724073419,American Restaurants
UVqqsfogFwG_llByAzUQQg,-115.293973451,36.0844534623,American Restaurants
AbadN65irz8uSL8z6fkoBg,-115.2189011,36.1259475,Chinese Restaurants
EHIUp6lUabQCtQ4SVZitQw,-115.1364041,36.106605,Japanese Restaurants
vykG2Z1P2tMswAL67mFpsA,-115.324639,36.218716,Coffee & Tea
gx2yPrOJSwF1ApJYdGBWIw,-115.2068476,36.1157508,Japanese Restaurants
zdE82PiD6wquvjYLyhOJNA,-115.206417,36.179939,Mexican Restaurants
PL3cimEUfNHlenOGSOAdJg,-115.175187,36.091919,Japanese Restaurants
X8c23dur0ll2D9XTu-I8Qg,-115.172452,36.101375,Chinese Restaurants
zWo2a6QPIuC-sSJURJ02Hw,-115.152279,36.1134879,American Restaurants
cOJ1uIVIHCiefUyWG2wDfw,-115.1815900952,36.1073888656,Breakfast & Brunch
YaTlfyPieOXwHH16wzieFg,-115.2072241214,36.0334392429,Mexican Restaurants
nVHrMUiXqt3bMAia27gRhA,-115.1795498,36.1452494,Mexican Restaurants
LvNQkpggm72kJUTzO0juWQ,-115.2782348011,36.0600377576,Breakfast & Brunch
kajp1s8tu9B59OyyHoBExg,-115.2018361166,36.1029224814,Breakfast & Brunch
V9klA6JGT6Fz2UpVP_7sBw,-115.1746626725,36.1047813604,American Restaurants
7KkgMcbVaetryW1wwpzvvA,-115.257743,36.26483,Mexican Restaurants
xR7t4xCYRYEe1RjpYjBbkw,-115.1143608615,36.0991059073,Japanese Restaurants
r1J-N3jdagwifLT_mD73Kg,-115.140222,36.168728,Breakfast & Brunch
UidEFF1WpnU4duev4fjPlQ,-115.1398415024,36.1690657918,American Restaurants
tNonw3Vy4Ai6qRZpj2lTsA,-115.2807905925,36.3015410338,American Restaurants
3vxIqhm2jCVjkUWtmDvTsw,-115.1716161,36.0524764,American Restaurants
GwKFPfQA5kYcVSnPBpjtzg,-115.2682033,36.2074847,American Restaurants
DVJkxZkLKS76Khb2y6XA6A,-115.1195258,36.0161317,American Restaurants
YnrJNjZsLIhvldYHtkxKrA,-115.225783,36.1013213,Japanese Restaurants
HPIuW67C3FJrTsPs9RCkuA,-115.0992936,36.0722646,Mexican Restaurants
iIwMJdDuExGrOqkSAyPb9A,-115.307527,36.113711,Japanese Restaurants
K7lWdNUhCbcnEvI0NhGewg,-115.176155,36.10955,Breakfast & Brunch
F3oDNZGUJBIHHy4wQ5jRGw,-115.243586,36.048266,Ice Cream & Frozen Yogurt
-hzQQ8tbXThpp0k5E_y1Dw,-115.1693194539,36.1038915827,Ice Cream & Frozen Yogurt
k0vkHxJTOex5GRpcznaayA,-115.2071437481,36.2799072911,Coffee & Tea
IkMwuS3eViVHK09npuG1jQ,-115.3003107,36.1449479,Mexican Restaurants
e3PBfbtXUjMziX6XGsOMoA,-115.207619,36.124884,Japanese Restaurants
PJPO9AYkt__t4kSWdSWnfw,-115.332768043,36.1509330727,Breakfast & Brunch
hRZadfm7OEOzk0qjuk8BXg,-115.2870029,36.1667009,Mexican Restaurants
ItqPtxnayraXSlBS0EMOgg,-115.1498378,36.1669213,Breakfast & Brunch
DnalbBqgX7afqSYgO5R8iQ,-115.174730046,36.1201826053,American Restaurants
OPiPeoJiv92rENwbq76orA,-115.2568106429,36.2187526745,Ice Cream & Frozen Yogurt
k0iSRXXqw49yugl8UUpbsw,-115.1215253,36.0415392,American Restaurants
vjhB95c5nOXflNoyq_jKzw,-115.1169844,36.009253,Breakfast & Brunch
AoGCnRtwifZ2gTGHtg8KTw,-115.3142273426,36.2188899971,Japanese Restaurants
R7LyTeiOHLyTNkA8HssBRQ,-115.1943448,36.1440859,Mexican Restaurants
lQ9VmIWvM6v-rONPkYX8aQ,-115.1658732,36.1268768,American Restaurants
G6BwYw_0_atLPTzI1uokIA,-115.3027475,36.1447628,Breakfast & Brunch
oUX2bYbqjqST-urKbOHG6w,-115.2442547161,36.0481653646,Coffee & Tea
jfmyj519pg2flxGEQ2xdPg,-115.203431297,36.1259553166,Chinese Restaurants
6e0Abng1LRexKI4LRJTX_A,-115.2703304,36.297345,Mexican Restaurants
mlOFd0pHDcav5hcnbKJiXQ,-115.2977879,36.0979515,Breakfast & Brunch
W7DwXa_7LNmETFHSQJZ2Lg,-115.272705995,36.1446660205,Japanese Restaurants
KQoeETpQ1nBEQ6fVOtFgWQ,-115.286473,36.166724,American Restaurants
lWnG8JOua6jJ_STTLLstlg,-115.289683,36.16036,Coffee & Tea
bFaFb7wu7swOp5qD8lNMog,-115.197855,36.1258775,Chinese Restaurants
iFCz-xI7CV98fcaB4Chh3g,-115.2808739,36.0560801,American Restaurants
Cly7wJhbXIDID_quND01_w,-115.2923743,36.1606177,American Restaurants
O3OH5IEFMPtz7mPKakPZ3Q,-115.250942,36.055035,Japanese Restaurants
BKg8YIGX_5YyUczmBAyyCQ,-115.0669695,36.1391176,Chinese Restaurants
F1ISXp1sC0iQ2Ee138J73g,-115.1912002953,36.0393356223,Coffee & Tea
80Lkm305ZOkQdMEIvOy_lw,-115.1713755191,36.1013110429,American Restaurants
Rv0UdhYw_UVIv4D2lc-qgg,-115.2235111,36.1261368,Korean Restaurants
gg0zeYKlmvk_rScipyOyKw,-115.0618236,36.1732944,Mexican Restaurants
b-RSw4G3HJvGfwvRLzuLPw,-115.169653,36.121179,Coffee & Tea
aTvmLm3YfTs_L290fEolEw,-115.1364096254,36.013046122,Mexican Restaurants
a3jFGgoWbPkPGENEafiXwg,-115.1442634,36.1716327,Chinese Restaurants
oE6gKgUfMd74m77d6hG9qg,-115.0641604,36.1438917,Mexican Restaurants
4aCun88uZMOsAoymY5Li3w,-115.2242819387,36.1266569491,Coffee & Tea
G4hjhtA_wQ-tSOGpgGlDjw,-115.1518118808,36.1517421042,Mexican Restaurants
slx9qstc2U2Tc4s7dzbbBg,-115.2980657,36.1230938,Thai Restaurants
Nr5TGaBoGraxbZBCzKyvuA,-115.1956584,36.1266614,Mexican Restaurants
ozEDKl0tZw5ob1evx41gcQ,-115.2358107951,36.2424193447,American Restaurants
98hNRWW4AC5IzEg4BP3f5Q,-115.2302894646,36.2399760407,Japanese Restaurants
EVlKBiHSr2ZUk9GsWwW_Yw,-115.1679912955,36.1249493045,Japanese Restaurants
IJGrBQyYpCBkbZx65H5J5g,-115.1191668712,36.02075794,Mexican Restaurants
ZXfMiPsPv-cH7GMQ-5-mhA,-115.2692654,36.2738996,American Restaurants
-FNquqGseSCVMWo7KbK-Tg,-115.1370644881,36.1070796309,Mexican Restaurants
yVanb8fVmGtQFEYw05lZUQ,-115.069377,36.116355,Mexican Restaurants
elqbBhBfElMNSrjFqW3now,-115.241323,36.195393,Thai Restaurants
JMwwxARF34aR1aq7hzpiJQ,-115.2589684505,36.2189866677,Mexican Restaurants
ARohEoxqg8TzA5gQfdGAZw,-115.1689548217,36.1269034652,Japanese Restaurants
9R2UXiCt1DgV8Yhm3WX2KA,-115.1550114957,36.1440933114,Coffee & Tea
ksuxxeP_V73Y4iKPeLq77A,-115.168772,36.110707,Mexican Restaurants
065c76tt1dXBNmoGBymUgQ,-115.1382032304,36.1677987235,Coffee & Tea
c-uuAPbSpRGR0vPUHlRQRw,-115.1551142,36.1141972,Japanese Restaurants
MVjkFLHNJmbQ-ZTd3QY3nQ,-115.0957367136,36.115773504,American Restaurants
PglC8rgguMIlT621p1BLdQ,-115.2084732056,36.0997018912,Chinese Restaurants
GY5v_jZFuFGRyqqY4xEN7g,-115.114283,36.099319,Japanese Restaurants
RNi6tW22UMgHwWLAb0mYdA,-115.1597903,36.1151617,American Restaurants
JIfSollg32ifUzTw2K4PDQ,-115.1370274,36.1745608,Mexican Restaurants
aVmuRwieNxpW8vfC3s1jpg,-115.2598768,36.2037425,American Restaurants
PSMJesRmIDmust2MUw7aQA,-115.1761448997,36.0934209685,Ice Cream & Frozen Yogurt
zQmHSe6IOiSNF84m9BVZ8A,-115.1749698954,36.1214083475,American Restaurants
7pf_AgsW5oOd51jPVYA0xg,-115.3079054529,36.1127262974,Coffee & Tea
Dnn7JsdmvJ0_spWu9wo2kg,-115.224898,36.047733,American Restaurants
yHYjDPuRtLvhvMpOn5fXOQ,-115.2797301,36.119189,Japanese Restaurants
ALp--wAIVL4qQfCANn3ffw,-115.2531,36.2745727,Coffee & Tea
vT812nRctS62PVxUverayw,-115.2152677,36.1259171,American Restaurants
8nDEOGVVvReXFJ2zjPh4Pw,-115.0577919951,36.1061298135,Breakfast & Brunch
A5Rkh7UymKm0_Rxm9K2PJw,-115.177945,36.068655,American Restaurants
aTbz9GdpAf2M5MeAHVNhWw,-115.2410657,36.1452575,Chinese Restaurants
rVi34tu0bITsoxMMT9QhUw,-115.2653063,36.2807229,Ice Cream & Frozen Yogurt
nTc-Qj_-ABZrpM9YSpJ6jA,-115.1357269,36.1182191,Chinese Restaurants
QJR4qBUHegWEozSQrGmBPw,-115.174139,36.113933,American Restaurants
IUe5DI53ZH2_U8B0PKJ5sw,-115.0639202004,36.1659799573,Coffee & Tea
_TlhZftKs1aXCYX1rLWAGw,-115.145849,36.17115,American Restaurants
dlpVK3a2Xfn6jtq5-soAfw,-115.1203612,36.1130046,Japanese Restaurants
Ku3ATIQunBSCP6_j6yOKFA,-115.1532268,36.1578391,American Restaurants
Y-S2LhHefBdnX8VP5Bh_JA,-115.176646,36.091726,American Restaurants
Z0CQ9oJySxJpB8RbK6NUgg,-115.1193693,36.0116514,Coffee & Tea
bG8OeTrW5T7pRaDgKKUNAQ,-115.1361060579,36.0823913954,American Restaurants
8Q6jl7OW8DZzwANggDspcw,-115.1725316048,36.1120152614,Breakfast & Brunch
-yApKLEFAvvNyifvpNKWCA,-115.1515538744,36.1514658645,Ice Cream & Frozen Yogurt
DLw9rK8Qb6l7ESgxtR47qQ,-115.1986027,36.0387297,Chinese Restaurants
OXBROmBWuDhRhd0BZ7zXJA,-115.1171830467,36.0150169665,Korean Restaurants
CVRTly4ag_q5ua0R3iqrVw,-115.1578748,36.1427564,Japanese Restaurants
5_MrPFw9E0cMJ1Q0DJFZOQ,-115.170322225,36.1173843209,American Restaurants
oyPvqoQhsdkfUeHtdPD7BQ,-115.1013785,36.0972977,Chinese Restaurants
_Jt9CLSL2sqF-yCNel9D-g,-115.2219381,36.1149906,Mexican Restaurants
lLMJsTchKYF1O0fpNWpCRA,-115.1755301,36.0573465,American Restaurants
1aj4TG0eFq6NaPBKk6bK7Q,-115.3040632821,36.1933265261,Breakfast & Brunch
gBy6UXTpoSHhW6qd15XU0g,-115.2842541231,36.1384195034,American Restaurants
XtE_J8DZXgjFbW1xVkqmUw,-115.1524831,36.1075874,Japanese Restaurants
lG759ODx7tj6wbS7rYip1g,-115.170512,36.041054,Thai Restaurants
9a9xBjlW2RxKxD9RMgmcuQ,-115.2911213,36.1615403,Coffee & Tea
iiVeHbqOWMuKeUQz7ks71A,-115.0904787417,36.1170213998,Chinese Restaurants
41b2SLmjLcxTGLVRxASiDA,-115.163553,36.12672,Breakfast & Brunch
VHZPbCbIPHEkKOotdCTiow,-115.2094113693,36.1267426385,Ice Cream & Frozen Yogurt
Jyub3kujlSOTgxwr9wEKFQ,-115.2112409,36.1255374,Japanese Restaurants
A6lKCuTrDSJ_eFKyumZCJQ,-115.1839224,36.0417267,Chinese Restaurants
caKRXynM5bY922pGtQhvfQ,-115.0672185,36.2399949,Thai Restaurants
-ifVnqwrgCE3Nc4svkJDMg,-115.171796,36.110729,Coffee & Tea
q6WNhaXjmhngOdxN4qDGRg,-115.1940793,36.1261329,Coffee & Tea
8fFTJBh0RB2EKG53ibiBKw,-115.1003590417,36.1017406138,Breakfast & Brunch
jCR-xC4NqoEajjmstqX8sA,-115.1834365118,36.0419145304,American Restaurants
PXShA3JZMXr2mEH3on5clw,-115.1172133228,36.0719180321,Breakfast & Brunch
VGWEpMEkzQopS5lUNd06Sw,-115.1752875465,36.0661824639,American Restaurants
UHVeLqYpNLJp5mw_vnQnRQ,-115.1964719,36.1253969,Chinese Restaurants
ZK4LvZ2n3uD5kR6tp6hsZQ,-115.2871386,36.2780439,Coffee & Tea
KjjNv4YFzBFnsBh2ncH1Iw,-115.3216348109,36.1604223659,Chinese Restaurants
q-zZgXKAQFLEgMp9ZNllgQ,-115.2014029039,36.1149943094,Japanese Restaurants
-lZ9w5Hd5YlmqcTdnzztvA,-115.1213765,36.0102975,Coffee & Tea
XQETjKH84gxDrAiz2lH7Wg,-115.175393,36.109951,Coffee & Tea
33Tr0eRki1Yamzleu4GMdw,-115.2421295,36.0780831,Breakfast & Brunch
sNVGdeOPeitJ3OWUQBINzQ,-115.2614379354,36.1136354358,Breakfast & Brunch
On8O41uCKj1GfF1Bt4S2Lg,-115.1973661931,36.1160328488,Ice Cream & Frozen Yogurt
0LGnU7V3nepi8NUNzyQOXw,-115.287225086,36.2837875042,Coffee & Tea
O7ot_LMlCfLpOP9tBqeNfw,-115.1779719543,36.0675357995,Japanese Restaurants
etid3CozFvEOFcvDwHXsDw,-115.177622,36.110867,American Restaurants
NoA6bD6W7z_Aztk_cOU5cg,-115.1563999,36.1661416,Breakfast & Brunch
Ef5P6C2yHAv08FPif5Rdtg,-115.2025783095,36.1256249415,Korean Restaurants
wTDsirjG5uWh9go8RLvJcQ,-115.1704519,36.0990448,American Restaurants
rdZ6xVABSoOVeAIiCaEj4w,-115.2803993,36.1139221,Japanese Restaurants
iI3jcwudiZYMVUeRPy-DwQ,-115.2440396324,36.0454724327,Japanese Restaurants
9sbXPpRC_wDhCsp7qG2PDw,-115.197839,36.126625,Chinese Restaurants
9V9RlgqqnPFQJfF_e9Lnmw,-115.244096,36.049805,Chinese Restaurants
klddGAcNIpE_aB5sd1hNXw,-115.1657791853,36.1287863966,Breakfast & Brunch
QvC9BTeewBxMgdUadFglKw,-115.2907964,36.1757918,Breakfast & Brunch
VNNCmRTGq4QOT0uHdWVQmA,-115.1651078,36.126778,American Restaurants
w0ArxcJ0XsyK1ZwrIf3gpA,-115.2600821896,36.1433116922,Chinese Restaurants
D74O-i-iEWo-e5BpwFMcUA,-115.3145722517,36.1281425685,Mexican Restaurants
pyqnGlIfP9Zw8LLxBjyAiA,-115.1753682245,36.1167433322,Japanese Restaurants
BCAw9a_kyx2RddRH9tMmKQ,-115.154526,36.1091,American Restaurants
L9hxsakFxY315yPqCZL-zQ,-115.154103,36.107456,Breakfast & Brunch
-JFVxwdVQfX207554dx1nw,-115.1371278,36.0106875,Japanese Restaurants
3dC3opMY67zrquz_yYc-tw,-115.2429108,36.2026153,Mexican Restaurants
zTNFyAXMEkgVP-o_HTC2xw,-115.1753811344,36.0986438265,American Restaurants
Z1yvzAbs4fGC28s7WtUonA,-115.3335925564,36.1482461131,Mexican Restaurants
fBdZXMF0QyhehC_fri4JZg,-115.2596338,36.1950777,American Restaurants
eR7Iw_X54m3YLWkXp9y35Q,-115.2244319,36.0479852,Japanese Restaurants
HZRT8xygRscGvDYYx2EkQQ,-115.102283,36.115599,Breakfast & Brunch
qsdHK1eQtXmAJNdVJxiC3w,-115.3023741,36.2067845,Chinese Restaurants
gHGRzRa5qb577oWHAO7xew,-115.1172247768,36.0164712281,Ice Cream & Frozen Yogurt
TwwMvP-1LEK9GMd5ge1Mug,-115.1965118,36.1141275,American Restaurants
LQZ2yBIAFmXYbDD0Z2Nhug,-115.1750576,36.1161559,Mexican Restaurants
j4F5LtyQ3_dKLJbIEkwFpQ,-115.333188,36.149159,Breakfast & Brunch
JXAMnijxRrW-jXHGvDJzzg,-115.175263,36.103232,American Restaurants
XgsIf7s2zM-cC29WUD-NZQ,-115.2084587597,36.1186319921,Japanese Restaurants
Dc4tY9WKJu_7ImduMDAWlQ,-115.279707,36.197453,Japanese Restaurants
VsewHMsfj1Mgsl2i_hio7w,-115.1690686906,36.1244339501,Breakfast & Brunch
bpRo8L8dkhgbJhdIKa9mwA,-115.1736184143,36.1098294728,American Restaurants
9_OPjioLbD9Q_zAeHfv6kw,-115.1347157,36.1004431,Chinese Restaurants
IqCvkoDvvImXuzGrpeiDMA,-115.173715,36.119371,Breakfast & Brunch
oLbHJ_qJh78Kw4fhUw1HGg,-115.025515,36.1941838,Chinese Restaurants
mRsb657hi4iQcb0r5_VlYw,-115.0756976,36.1242508,American Restaurants
v6QXg4TI84FKEkcYGTrcNw,-115.26885,36.274195,Coffee & Tea
XZbuPXdyA0ZtTu3AzqtQhg,-115.174792707,36.1171245659,Mexican Restaurants
O85iR6k-pDHpRFwXlppdSw,-115.213915,36.1267101,Coffee & Tea
I1gRYCt2exnOMsTr-lEJVA,-115.2982684,36.0957104,Breakfast & Brunch
0QHMAUi6NdOUZ1ckXq0-sA,-115.1721414893,36.1086615706,American Restaurants
fHo_ycJ1OQ_H7DyctJhr6A,-115.1182481446,36.0800571269,Breakfast & Brunch
hojZyJk1Wf2UE2CpG7cgIg,-115.1193237305,36.0110778809,Ice Cream & Frozen Yogurt
wpnLPAnkMEb1NpC3xiD_qg,-115.1449432657,36.1731486967,Japanese Restaurants
-RJ216TTIghZshCkUlD1WQ,-115.2135073042,36.1262291442,Japanese Restaurants
N4BbeIbQNgtUEEMutu9U3w,-115.2430557,36.1944345,American Restaurants
b1WGIdd_oSwGYZtC769Shw,-115.2865495465,36.2884223309,Breakfast & Brunch
uwBJlA27pNywYTlPBiSqVw,-115.173883,36.110133,Breakfast & Brunch
ak-f8IV0ZdDeI4oYnjA1Pw,-115.2974983,36.1128812,Mexican Restaurants
S_5VQYMMa4aD3NzgYLkvhg,-115.2099431,36.1487348,American Restaurants
VNr74A2-5_oqPN7bObPHuw,-115.1512526,36.1362575,American Restaurants
iAu8s96GKQ73Xe7j_2GyCQ,-115.224077,36.115196,American Restaurants
-95mbLJsa0CxXhpaNL4LvA,-115.225806,36.055251,Coffee & Tea
nMaIIKEAW2cTEWbEyeFyXQ,-115.297907,36.089771,Thai Restaurants
qKys2eEhVt5A7NUYMn7o7Q,-115.1760871752,36.1070840267,American Restaurants
KhvuMJpYNNySVxsu2o1eqg,-115.2986392,36.0765586,Japanese Restaurants
Cr4ipI-tr-R8Q0NilkWNkA,-115.177814,36.0930659,American Restaurants
2lUp2T09MltaVT5awHRElA,-115.2694656327,36.1427540962,Chinese Restaurants
ID5wWJ9C7G0hfbQilvlfxA,-115.1399425,36.1683311,Mexican Restaurants
OQUJBH55AH8rm-eR7X-CrQ,-115.157191169,36.1652486558,Ice Cream & Frozen Yogurt
95CCHowiE0W_ovv5-9lQAQ,-115.0801061,36.1670439,Mexican Restaurants
aYyj9OdH059CoEXadmldXA,-115.2432622919,36.0556567698,Japanese Restaurants
02giJIMo2sfua2wHfCbG-A,-115.1186456,36.05572,Coffee & Tea
gHq85iAANw1eIOVzkzRrpg,-115.243422,36.055487,Breakfast & Brunch
EvxTD0ETbbFbFjUMWhHbIw,-115.06312361,36.1659061384,Japanese Restaurants
Nw24O7pZTBKtQ9_DFUiRgA,-115.1195835141,36.0129202095,Ice Cream & Frozen Yogurt
wkKlpSx3OcoGJiv7p8VZzw,-115.2013207,36.1267301,American Restaurants
W90h9VXUSdRz1_uJhweVPQ,-115.1767584,36.1044875,Japanese Restaurants
Qy_tDaVTWlS14fEglzo1Tg,-115.3146240586,36.1288897304,Breakfast & Brunch
DcaeG13YufDIPq5PcwU6cA,-115.171522,36.114429,Coffee & Tea
8FUzCm4Q13MJMX7N6ftmQw,-115.2492712811,36.2392627561,Chinese Restaurants
pwdZMC9Q2QH2uNbUj3NDeA,-115.1524625,36.1075555,Japanese Restaurants
IBKNR0-FL_Y5KzXqA1yS4A,-115.2975877,36.0977765,Coffee & Tea
P7pxQFqr7yBKMMI2J51udw,-115.174603,36.109842,American Restaurants
7nRlDLrob6oK5zmGo4Vpbg,-115.2075811,36.1149483,Breakfast & Brunch
xk-fOf_M39kDTgzfVgu0Tw,-115.1395318,36.1699021,Breakfast & Brunch
e2ApirIzYID9xIye0r_gKQ,-115.2643925,36.2710057,Breakfast & Brunch
310Eyru1zsZ9K7BA-bgPQw,-115.211199,36.125587,Chinese Restaurants
XTtNTWH_Nqv27RC7OtS7dQ,-115.1642415255,36.1287446859,American Restaurants
x4txqZRe2f8-sTzt0myCVg,-115.1381869325,36.0862080203,Coffee & Tea
SQEzO0MiY6-M1VwbYcbWtg,-115.2798544,36.0842838,Coffee & Tea
4Pl-ziYL2oerGyIPlwVdmA,-115.195896,36.1440225,Thai Restaurants
LwQB9H3jZ9wTk24Lr-AnZQ,-115.175638,36.118831,American Restaurants
uQavb7YPhMo89AjwZcjb0w,-115.163618,36.131875,Korean Restaurants
Q_dh08clYUPj13GmCRzIVA,-115.2418808932,36.0436627223,Breakfast & Brunch
SZD6OTT1cc-ZznfAoyKudw,-115.1951955074,36.2014618841,Mexican Restaurants
9iCgfQ7ffWtroHbde7q-pQ,-115.30109,36.14486,Breakfast & Brunch
9ehTNgvu0vZgHjWkQqF6KQ,-115.1262431,36.1592669,Mexican Restaurants
XxYU9t50R5NnyUBmZVCEJg,-115.1025234,36.0785072,Mexican Restaurants
wSgMEiuEhNyfBPAKjLuRgw,-115.2965068868,36.1160365648,Ice Cream & Frozen Yogurt
xDj6VQrMtbKrz8NSkJv_XA,-115.1703345,36.1223999,Breakfast & Brunch
YTqtM2WFhcMZGeAGA08Cfg,-115.1363480271,36.159655901,Mexican Restaurants
pRlO48w4GkWEPEYIH2tHsw,-115.251761,36.061812,Breakfast & Brunch
Cf6fac73iYBXwkul-lm4vw,-115.2594518,36.1915274,Coffee & Tea
DG_XU9R3vi0DFHUCyyk5dA,-115.2433104,36.0904881,Ice Cream & Frozen Yogurt
yYwTV3c9Q3S1UDdpDhjgTg,-115.2994772733,36.1469882062,Ice Cream & Frozen Yogurt
FMnH5WIRLyexBYMBUUnDxQ,-115.334471,36.156348,Breakfast & Brunch
W8apgXmOxESpoL_EeogC5w,-115.1172961,36.1005917,Japanese Restaurants
WKrCvD-CoDZnCj3nsMCrRw,-115.150842,36.013473,Breakfast & Brunch
X1Y2II3AYdoxa70nTTfUPQ,-115.168816725,36.1100186278,Mexican Restaurants
PQER4ba8Q0zqB1G2QiXamQ,-115.2274582601,36.1002814148,Breakfast & Brunch
qE9yIXn2GQb2-4a_qOOKzg,-115.1374538,36.1017577,Coffee & Tea
qhbUNmiGKmw343Fj7qlEsQ,-115.2091931094,36.2376478424,Breakfast & Brunch
0zoXYHq82haayMaV952jEQ,-115.3062846,36.1148228,American Restaurants
TCWMgOiV0PxQkWE1SyBIWQ,-115.1534932852,36.1091636136,Japanese Restaurants
NEZCr0zLIPNYWNF57KsJJQ,-115.109267,36.128595,Japanese Restaurants
